1.933593750000000000e-01,1.289062500000000000e-01,2.128906250000000000e-01,8.789062500000000000e-02,3.476562500000000000e-01,2.148437500000000000e-01,2.187500000000000000e-01,7.617187500000000000e-02,3.730468750000000000e-01,3.925781250000000000e-01,1.000000000000000000e+00,2.226562500000000000e-01,3.222656250000000000e-01,2.968750000000000000e-01,3.164062500000000000e-01,2.421875000000000000e-01,2.324218750000000000e-01,1.230468750000000000e-01,2.851562500000000000e-01,2.070312500000000000e-01
1.582031250000000000e-01,1.933593750000000000e-01,8.593750000000000000e-02,2.148437500000000000e-01,3.359375000000000000e-01,6.445312500000000000e-02,3.339843750000000000e-01,5.664062500000000000e-02,1.835937500000000000e-01,2.050781250000000000e-01,2.226562500000000000e-01,1.000000000000000000e+00,4.355468750000000000e-01,2.031250000000000000e-01,2.675781250000000000e-01,2.031250000000000000e-01,3.847656250000000000e-01,3.359375000000000000e-01,1.171875000000000000e-01,3.613281250000000000e-01
2.285156250000000000e-01,2.285156250000000000e-01,2.089843750000000000e-01,2.285156250000000000e-01,5.312500000000000000e-01,5.664062500000000000e-02,4.199218750000000000e-01,1.132812500000000000e-01,2.128906250000000000e-01,4.140625000000000000e-01,3.222656250000000000e-01,4.355468750000000000e-01,1.000000000000000000e+00,3.359375000000000000e-01,2.910156250000000000e-01,1.875000000000000000e-01,4.316406250000000000e-01,3.515625000000000000e-01,2.910156250000000000e-01,3.046875000000000000e-01
1.972656250000000000e-01,4.121093750000000000e-01,1.835937500000000000e-01,7.226562500000000000e-02,4.121093750000000000e-01,7.812500000000000000e-02,3.203125000000000000e-01,7.812500000000000000e-02,3.515625000000000000e-01,3.671875000000000000e-01,2.968750000000000000e-01,2.031250000000000000e-01,3.359375000000000000e-01,1.000000000000000000e+00,2.656250000000000000e-01,2.285156250000000000e-01,2.089843750000000000e-01,2.988281250000000000e-01,4.375000000000000000e-01,2.734375000000000000e-01
2.460937500000000000e-01,1.933593750000000000e-01,1.074218750000000000e-01,9.375000000000000000e-02,3.476562500000000000e-01,1.074218750000000000e-01,2.226562500000000000e-01,6.054687500000000000e-02,2.285156250000000000e-01,2.949218750000000000e-01,3.164062500000000000e-01,2.675781250000000000e-01,2.910156250000000000e-01,2.656250000000000000e-01,1.000000000000000000e+00,3.671875000000000000e-01,2.285156250000000000e-01,1.992187500000000000e-01,2.285156250000000000e-01,3.574218750000000000e-01
2.578125000000000000e-01,1.328125000000000000e-01,6.250000000000000000e-02,6.445312500000000000e-02,2.675781250000000000e-01,1.347656250000000000e-01,2.050781250000000000e-01,1.132812500000000000e-01,2.324218750000000000e-01,2.675781250000000000e-01,2.421875000000000000e-01,2.031250000000000000e-01,1.875000000000000000e-01,2.285156250000000000e-01,3.671875000000000000e-01,1.000000000000000000e+00,2.480468750000000000e-01,1.699218750000000000e-01,1.679687500000000000e-01,4.453125000000000000e-01
2.070312500000000000e-01,1.699218750000000000e-01,2.285156250000000000e-01,2.324218750000000000e-01,4.414062500000000000e-01,2.929687500000000000e-02,3.554687500000000000e-01,1.875000000000000000e-01,1.835937500000000000e-01,3.417968750000000000e-01,2.324218750000000000e-01,3.847656250000000000e-01,4.316406250000000000e-01,2.089843750000000000e-01,2.285156250000000000e-01,2.480468750000000000e-01,1.000000000000000000e+00,2.031250000000000000e-01,2.089843750000000000e-01,4.121093750000000000e-01
9.570312500000000000e-02,2.617187500000000000e-01,1.328125000000000000e-01,1.582031250000000000e-01,2.304687500000000000e-01,5.273437500000000000e-02,4.335937500000000000e-01,6.835937500000000000e-02,2.578125000000000000e-01,1.738281250000000000e-01,1.230468750000000000e-01,3.359375000000000000e-01,3.515625000000000000e-01,2.988281250000000000e-01,1.992187500000000000e-01,1.699218750000000000e-01,2.031250000000000000e-01,1.000000000000000000e+00,1.855468750000000000e-01,2.324218750000000000e-01
2.285156250000000000e-01,2.285156250000000000e-01,1.347656250000000000e-01,8.203125000000000000e-02,3.359375000000000000e-01,5.664062500000000000e-02,2.089843750000000000e-01,8.984375000000000000e-02,2.031250000000000000e-01,4.941406250000000000e-01,2.851562500000000000e-01,1.171875000000000000e-01,2.910156250000000000e-01,4.375000000000000000e-01,2.285156250000000000e-01,1.679687500000000000e-01,2.089843750000000000e-01,1.855468750000000000e-01,1.000000000000000000e+00,2.070312500000000000e-01
2.539062500000000000e-01,1.718750000000000000e-01,8.203125000000000000e-02,8.203125000000000000e-02,4.628906250000000000e-01,4.882812500000000000e-02,3.964843750000000000e-01,1.328125000000000000e-01,2.246093750000000000e-01,2.812500000000000000e-01,2.070312500000000000e-01,3.613281250000000000e-01,3.046875000000000000e-01,2.734375000000000000e-01,3.574218750000000000e-01,4.453125000000000000e-01,4.121093750000000000e-01,2.324218750000000000e-01,2.070312500000000000e-01,1.000000000000000000e+00
